2022-05-03 19:31:29.639 UTC,,,4432,,62718311.1150,1,,2022-05-03 19:31:29 UTC,,0,LOG,00000,"ending log output to stderr",,"Future log output will go to log destination ""csvlog"".",,,,,,,"","postmaster",,0
2022-05-03 19:31:29.639 UTC,,,4432,,62718311.1150,2,,2022-05-03 19:31:29 UTC,,0,LOG,00000,"starting PostgreSQL 14.2 on x86_64-pc-linux-gnu, compiled by gcc (Ubuntu 9.4.0-1ubuntu1~20.04.1) 9.4.0, 64-bit",,,,,,,,,"","postmaster",,0
2022-05-03 19:31:29.694 UTC,,,4432,,62718311.1150,3,,2022-05-03 19:31:29 UTC,,0,LOG,00000,"listening on IPv4 address ""127.0.0.1"", port 5432",,,,,,,,,"","postmaster",,0
2022-05-03 19:31:29.699 UTC,,,4432,,62718311.1150,4,,2022-05-03 19:31:29 UTC,,0,LOG,00000,"listening on Unix socket ""/tmp/.s.PGSQL.5432""",,,,,,,,,"","postmaster",,0
2022-05-03 19:31:29.736 UTC,,,4436,,62718311.1154,1,,2022-05-03 19:31:29 UTC,,0,LOG,00000,"database system was shut down at 2022-04-30 18:22:39 UTC",,,,,,,,,"","startup",,0
2022-05-03 19:31:29.865 UTC,,,4432,,62718311.1150,5,,2022-05-03 19:31:29 UTC,,0,LOG,00000,"database system is ready to accept connections",,,,,,,,,"","postmaster",,0
2022-05-03 19:31:53.385 UTC,"postgres","humanResources",4446,"[local]",62718316.115e,1,"idle",2022-05-03 19:31:34 UTC,3/2,0,LOG,00000,"statement: SHOW shared_buffers;",,,,,,,,,"psql","client backend",,0
2022-05-03 21:02:02.878 UTC,,,4432,,62718311.1150,6,,2022-05-03 19:31:29 UTC,,0,LOG,00000,"received smart shutdown request",,,,,,,,,"","postmaster",,0
2022-05-03 21:02:03.652 UTC,,,4432,,62718311.1150,7,,2022-05-03 19:31:29 UTC,,0,LOG,00000,"received SIGHUP, reloading configuration files",,,,,,,,,"","postmaster",,0
2022-05-03 21:02:04.270 UTC,,,4432,,62718311.1150,8,,2022-05-03 19:31:29 UTC,,0,LOG,00000,"received SIGHUP, reloading configuration files",,,,,,,,,"","postmaster",,0
2022-05-03 21:02:04.855 UTC,"postgres","humanResources",4446,"[local]",62718316.115e,2,"idle",2022-05-03 19:31:34 UTC,3/0,0,FATAL,57P01,"terminating connection due to administrator command",,,,,,,,,"psql","client backend",,0
2022-05-03 21:02:04.899 UTC,,,4432,,62718311.1150,9,,2022-05-03 19:31:29 UTC,,0,LOG,00000,"background worker ""logical replication launcher"" (PID 4442) exited with exit code 1",,,,,,,,,"","postmaster",,0
2022-05-03 21:02:06.616 UTC,,,4437,,62718311.1155,1,,2022-05-03 19:31:29 UTC,,0,LOG,00000,"shutting down",,,,,,,,,"","checkpointer",,0
2022-05-03 21:02:08.822 UTC,,,4432,,62718311.1150,10,,2022-05-03 19:31:29 UTC,,0,LOG,00000,"database system is shut down",,,,,,,,,"","postmaster",,0
